Date,V7.3 (no overlay),V7.3 + V2 (original),V7.3 + V2 (tuned),A voltgt15 db0,A voltgt15 db10,A voltgt20 db0,A voltgt20 db10,A voltgt25 db0,A voltgt25 db10,A voltgt30 db0,A voltgt30 db10,A invvol-only,A voltgt20+invvol db10,A voltgt25+invvol db10,CONTROL universe equal weight,CONTROL SPY buy&hold,CONTROL QQQ buy&hold
2024-09-05,144769.37726794032,144769.3772679404,144769.3772679404,131265.77096679085,130075.73000464626,141134.51462944466,138790.28728270455,143080.3867496762,141300.80124355963,145558.7099002431,144674.70421268983,138308.97594493942,134328.84617479733,137512.33226317755,116430.14743868714,117020.24575868716,114518.49592357347
2024-09-06,138369.50639586954,138369.50639586963,138369.50639586963,128815.65812538905,126992.7380578423,137599.41250289988,134480.94188949117,138571.46851252974,136718.3008535399,140018.27884127875,139042.83131841198,133284.25529792055,130758.79805755847,132935.78787710256,113168.38118117409,115050.78400932271,111450.8573295061
2024-09-09,139850.47639770602,139850.4763977061,139850.4763977061,129347.7816464804,127703.08316535878,138370.20438525354,135471.60115649507,139558.45053986507,137726.12662083065,141266.84609800228,140314.39986589598,134250.8146614574,131358.85569766542,133738.32396222072,115364.63812879968,116338.94850827377,112884.07451477095
2024-09-10,140030.15542772072,140030.1554277208,140030.1554277208,129437.55877172627,127791.7187456964,138498.29616823702,135597.009650418,139719.9898125982,137885.54497381908,141448.34487107722,140494.6749419229,134345.81397736247,131438.5278317968,133832.9606265772,116412.43777989433,116845.6844567009,113927.32254508372
2024-09-11,143995.59606948748,143995.59606948754,143995.59606948754,131418.90217680705,129747.86873464404,141325.2279592066,138364.72238007892,143285.09363848745,141403.8409927375,145453.9464770251,144473.27006855677,136653.19958052534,133373.64003251606,136131.53798776286,118093.85939024422,118044.39992390713,116401.30141829913
2024-09-12,146284.59141271742,146284.5914127175,146284.5914127175,132562.60504296533,130877.02905246573,142957.03493596544,139962.34597904657,145343.00013433554,143434.72833438253,147766.1241770963,146769.85865483928,138555.2959736875,134968.85235086753,138026.3732949271,119548.211837476,119038.70227068043,117543.90459904356
2024-09-13,146703.24210597127,146703.24210597135,146703.24210597135,132771.78502195032,131083.54924100562,143255.48775898977,140254.54676016426,145719.38533917506,143806.17181329336,148189.01485702881,147189.89813050255,138988.86267764756,135332.46743865724,138458.28489605716,120731.45592790427,119660.40230779567,118070.4937186123
2024-09-16,147115.5110998365,147115.5110998366,147115.5110998366,132970.26743618847,131286.92134026208,143543.0776136294,140542.29338038777,146087.6210694944,144171.95319571078,148605.45920536068,147603.53473688074,139938.77308047895,136129.11937563284,139404.56909931736,120728.30603968783,119837.11868758422,117548.86970345592
2024-09-17,146037.9375423184,146037.9375423185,146037.9375423185,132463.84186391998,130755.35481511289,142814.7863946795,139790.19183059377,145161.92253633996,143215.88724995535,147516.9722596581,146522.38656399547,139169.8796064122,135484.2791111012,138638.61080858752,121163.12825899762,119886.08684431425,117610.96762001472
2024-09-18,145757.95272987924,145757.95272987935,145757.95272987935,132350.79717270884,130617.23843985067,142652.21668954164,139594.77407012155,144955.2874243604,142967.47363342386,147234.15183296078,146241.47296297745,139271.5117177727,135569.51390601756,138739.85494828506,120701.65955173458,119530.56552168181,117101.76773635737
2024-09-19,149490.53205442242,149490.53205442254,149490.53205442254,134116.01576546242,132458.51805138914,145190.7796512633,142199.9592801073,148181.94174730298,146279.1658674517,151004.5337620814,149986.43430573135,142319.92187194555,138126.09381795357,141776.628064311,122417.4579796906,121570.25354091256,120062.59215290642
2024-09-20,148072.95798819832,148072.9579881984,148072.9579881984,133460.81778888882,131759.22943645704,144248.53866040095,141210.55150862254,146984.3011875598,145021.43800205714,149572.60286985975,148564.15774657225,141618.28247931608,137537.6568669206,141077.66711846672,122049.96299325649,121360.10684928956,119834.07606494479
2024-09-23,146301.1675630106,146301.16756301068,146301.16756301068,132599.45685299096,130885.20605954817,143008.20235475682,139973.91544290184,145405.71570932897,143449.43535154755,147782.86820638156,146786.48979289742,139414.94743440748,135689.80771598953,138882.74311166367,122448.83104803435,121663.37418669093,119983.11258074833
2024-09-24,147968.323148661,147968.3231486611,147968.3231486611,133393.47972598535,131707.61311971064,144151.98527664936,141137.52074016185,146861.93947303662,144928.60182755816,149466.90831554608,148459.17580376504,140378.1467591371,136497.60454130295,139842.26550752937,123693.58101159721,122011.49906945869,120561.86182773908
2024-09-25,148962.23531680333,148962.23531680342,148962.23531680342,133862.67020895326,132197.9095211366,144827.85001529273,141831.23011786843,147722.42643662592,145810.4400746115,150470.88657081212,149456.38505885337,140779.62663143943,136834.30968420173,140242.21276566468,122789.46818011315,121742.38040315919,120673.64110966977
2024-09-26,148544.6710950647,148544.67109506478,148544.67109506478,133622.6541731924,131991.92528848018,144482.1090397861,141539.78764870515,147282.2413149709,145439.96055626692,150049.09336589923,149037.43565883767,140346.76033072153,136471.28199665298,139810.9988940489,123747.14323087384,122225.0513161273,121580.2691753659
2024-09-27,147296.31403064713,147296.31403064722,147296.31403064722,132993.33051218424,131376.11134032957,143575.57387526432,140668.48631034716,146128.07296366434,144332.36871800604,148788.09326181008,147784.9374419995,139642.26889208675,135880.45314848138,139109.19678963456,124095.9447659415,122047.78951541346,120904.64353999362
2024-09-30,147664.77973567435,147664.77973567444,147664.77973567444,133070.4428567644,131439.14869065827,143682.92196160206,140766.75893435557,146259.9929758177,144468.83992747503,149104.72926442724,148099.43862830295,140096.67798857595,136159.2582328832,139548.2922416164,124424.19758079367,122536.8591470415,121232.52235869902
2024-10-01,146210.1646285903,146210.1646285904,146210.1646285904,132428.15208438798,130804.73168173699,142760.29281005557,139862.85529996082,145088.62611273583,143311.81804886117,147674.9218661865,146679.27124615025,139353.25320123977,135585.27384884586,138814.54727977343,122359.14144254585,121439.1263687072,119543.45448011225
2024-10-02,147027.39056224062,147027.39056224073,147027.39056224073,132789.00126956007,131161.15726120086,143278.64056137038,140370.68275751345,145746.71867183765,143961.85136722776,148478.2104339161,147477.1438993128,139542.40758836103,135731.31641593433,139001.23876615503,122557.34947403165,121490.3826327335,119712.36657418941
2024-10-03,149741.6740939965,149741.6740939966,149741.6740939966,133987.50337336044,132344.96707535358,145000.24863471198,142057.349379621,147932.4664828041,146120.8317158495,151146.20326289703,150127.1486455451,141056.47931349959,136900.3028976146,140495.59639198842,122180.06937136996,121268.27658960268,119622.94163258243
2024-10-04,151341.946071831,151341.9460718311,151341.9460718311,134694.10948493597,133042.9109896537,146015.26461382746,143051.76477496527,149221.12735097803,147393.7111745255,152719.18342923935,151689.5234995017,141895.49781074858,137548.09339847352,141323.6903777371,125136.49402709558,122370.29291764277,121046.22860902261
2024-10-07,149646.0587147444,149646.05871474452,149646.05871474452,133938.7607354037,132296.82196739095,144922.35863465644,141981.04022115227,147823.0778194379,146012.78266582428,151001.35391123575,149983.27589400636,139985.47427371496,136018.59134363823,139417.95856987196,125219.38971378177,121264.00634284627,119749.62380806226
2024-10-08,154375.35531791145,154375.3553179116,154375.3553179116,136043.32071378498,134375.58240425686,147965.0215236239,144961.94976532384,151710.81901516946,149852.91316944367,155773.48220020934,154723.22964427178,143695.67681617165,138971.77704188201,143113.11956449517,125416.66890041156,122410.86691330335,121538.0392567686
2024-10-09,155133.65638744447,155133.65638744461,155133.65638744461,136380.76837596676,134708.89333711794,148452.88572765532,145439.91236424661,152334.18408489603,150468.64428389544,156538.65095343455,155483.23949350737,143925.61779143917,139154.80165895607,143342.12833508148,126482.6959989992,123258.73039311546,122494.34868783661
2024-10-10,155397.90068294073,155397.90068294085,155397.90068294085,136498.35837200226,134825.04181187786,148622.89120182864,145606.46743755502,152551.40738881184,150683.20739225767,156805.28842271338,155748.0792454876,143691.33366438307,138968.32005170413,143108.79402029663,126378.33698809765,123043.03637159395,122355.24996116986
2024-10-11,156312.93924559752,156312.93924559763,156312.93924559763,136905.5549805536,135227.2466473673,149211.59478931467,146183.22280174217,153303.61927447398,151426.20741769345,157728.61418905083,156665.17978508963,144827.0348182303,139872.29668549722,144239.8909232884,127507.52978282297,123779.83352689125,122546.50881525862
2024-10-14,157658.43051056523,157658.43051056535,157658.43051056535,137499.1061138445,135818.65679658286,150071.75827946007,147031.29558928014,154405.14173490653,152518.7297275642,159086.29112642442,158013.70302278682,145992.30571712492,140799.8097562302,145400.43769249893,127958.46049272122,124792.16137009737,123574.85395202224
2024-10-15,155748.65960866038,155748.6596086605,155748.6596086605,136716.03190089492,134979.21775786852,148932.7957414111,145827.55330234955,152941.108121733,150968.0193131617,157159.22405680237,156099.62858250542,145493.72797094285,140402.96008221954,144903.88123246827,126753.32440504977,123822.56260035413,121923.05088762044
2024-10-16,156046.67224334355,156046.67224334367,156046.67224334367,136823.96518320977,135110.2090926583,149089.78209485294,146015.3928018675,153142.89991959324,151210.001896395,157459.9356940236,156398.3127683201,145534.2862907789,140435.24302330264,144944.27512464815,127136.09069707953,124360.72011525676,121937.95378116958
2024-10-17,155742.78294613337,155742.78294613352,155742.78294613352,136671.4484470827,134976.63467319714,148867.9501841584,145823.84919984033,152857.75500667308,150963.24753568124,157153.29417127327,156093.7386773205,144850.88477826558,139891.28038249863,144263.64419309972,126811.35943898086,124371.42898952127,122022.40603805211
2024-10-18,156966.9464367426,156966.94643674273,156966.94643674273,137186.7114385108,135514.7152475536,149617.3877659032,146595.44822163563,153821.08942198174,151957.25318940944,158388.54450849106,157320.66073680087,145722.62029715514,140585.15001295044,145131.84560533188,128140.06496003896,124849.81635278357,122822.227506542
2024-10-21,158116.22089328425,158116.2208932844,158116.2208932844,137717.266358805,136019.87837683578,150388.6007851594,147319.8441485232,154811.8150491239,152890.44987126708,159548.22756626,158472.5250048869,146211.92530917772,140995.1578146364,145619.16692383387,128405.52288014432,124644.79129667839,123058.20262159029
2024-10-22,157537.15790780244,157537.15790780258,157537.15790780258,137461.4968355802,135765.35147237667,150016.79292882598,146954.8565985896,154334.15009622666,152420.25787007678,158963.92019753528,157892.15714049112,144974.01814629236,140022.77446494292,144386.2783656179,127346.9113031893,124578.59582047936,123192.32866353261
2024-10-23,155020.34459772788,155020.34459772802,155020.34459772802,136219.97875319724,134659.0871851131,148212.01896283485,145368.49113107484,152015.54047899932,150376.63650840108,156424.31293606033,155369.67236340675,143077.86715925141,138173.28287640098,142497.81457232035,125433.88331127576,123440.2491376363,121304.55048408252
2024-10-24,156053.62476046564,156053.6247604658,156053.6247604658,136713.9469074317,135113.26506878808,148930.09216486174,146019.7750232387,152938.0556878102,151215.64725453546,157466.9511778094,156405.28095246493,143623.04880861688,138652.52012021182,143040.78599845324,126314.11807617059,123707.22602908291,122288.1869401987
2024-10-25,157761.64769324067,157761.64769324084,157761.64769324084,137548.0609538679,135864.02586808638,150142.62973240658,147096.35411928513,154495.81378845684,152602.54080666296,159190.4431132175,158117.15279833833,144709.92162649328,139660.0698530617,144123.25252063773,126773.13370957866,123664.51025856943,123033.36193890437
2024-10-28,158045.27233937584,158045.272339376,158045.272339376,137683.04479954258,135988.69296824478,150334.59860457823,147124.73715092443,154736.84012377533,152625.35066070588,159476.63645460477,158401.41657325483,145102.71431317835,140088.89043057468,144514.45278482893,127870.52379309163,124046.79711538846,123053.22993686586
2024-10-29,159352.26717231428,159352.26717231446,159352.26717231446,138375.47572541627,136563.18202610622,151344.62032442808,148113.19344394642,156038.8496548535,153909.59338587348,160795.46831040992,159711.35662984074,146340.57278239058,141383.9910339074,145747.292846781,127673.8369086026,124247.55192473723,124235.57669384537
2024-10-30,158666.99456440093,158666.9945644011,158666.9945644011,138095.73808048296,136261.97072444158,150936.5780393644,147713.8634527555,155512.84617018106,153390.76757663075,160103.98941359215,159024.53980687854,146421.56083822605,141612.07182610605,145827.95256859646,126944.53499968474,123871.67708952753,123296.65649868872
2024-10-31,153284.4167673047,153284.41676730488,153284.41676730488,135434.11879230963,133896.0607991762,147054.1788128505,143914.35907373883,150508.0817210334,148454.2965435246,154672.66337751254,153629.83273810294,142335.63658107154,137859.06375735602,141758.5930742695,124363.27162621498,121443.39661546361,120184.30922397389
2024-11-01,154322.0080420905,154322.0080420907,154322.0080420907,135923.54308121675,134352.13363043353,147768.08274687035,144613.02012461209,151428.36859021697,149362.025472235,155719.65177563537,154669.762154006,142995.6491866549,138391.46213279665,142415.92991995465,125859.80798637339,121955.95925572659,121073.54805375868
2024-11-04,153548.20906498752,153548.2090649877,153548.2090649877,135494.33011332212,133964.15827020264,147143.85240229953,144002.1180021527,150675.49059477195,148619.4210092796,154938.84475538228,153894.21947372355,142272.64117169107,137703.8450675792,141695.8530548449,125927.57373091123,121693.27921693519,120720.83613267941
2024-11-05,162712.13131492512,162712.13131492533,162712.13131492533,141206.5636064479,139611.8820613712,155416.6722882185,152098.30119956945,159667.965916951,157489.1878874029,164185.7616388774,163078.7919969703,147964.481629446,143212.90366162197,147364.61819810522,129213.92165591462,123164.74505562628,122260.85991515053
2024-11-06,168430.95867681407,168430.95867681428,168430.95867681428,144771.33383332414,143136.39443373948,160579.3992770791,157150.79648853457,165279.80029539514,163024.4449675831,169956.3825416033,168810.50634598226,151696.70438884167,146825.27368852895,151081.71013741265,130096.03965893615,126227.3234598843,125581.8552798655
2024-11-07,171503.64101224745,171503.64101224765,171503.64101224765,146686.65769482002,145030.08805697472,163353.29312235466,159865.463681974,168294.9961166461,165998.4963903794,173056.89315160218,171890.11276133344,154543.47935457368,149580.63027427165,153916.94398070508,131940.4011344273,127203.33425123684,127559.05082061047
2024-11-08,173321.34698490388,173321.34698490408,173321.34698490408,147819.70538493257,146150.3399520834,164994.24485756265,161471.37872056628,170078.69480551285,167757.85529704683,174891.06149015407,173711.91481033224,155947.37508743626,150939.442754992,155315.14817393405,132001.5631969511,127754.32911230749,127708.0949167261
2024-11-11,174302.77669881794,174302.77669881814,174302.77669881814,148444.72929807595,146755.1949250367,165890.19006658305,162348.19420151532,171041.76304661293,168707.7818167464,175881.37969059686,174695.55610911938,156652.99989699761,151622.40786094253,156017.91230696792,133135.12722540932,127876.07770518801,127633.58044898037
2024-11-12,174821.71280073872,174821.71280073893,174821.71280073893,148772.93285933795,147075.01516019134,166379.56067653172,162827.11604004342,171550.99042360665,169210.06043971382,176405.0156263272,175215.66159812594,156902.2899861797,151863.6925066404,156266.19174814413,131558.0960773971,127478.83833324687,127402.56285803235
2024-11-13,174500.2219860845,174500.2219860847,174500.2219860847,148496.57129330427,146876.88042344397,165967.48949846087,162423.84317854725,171235.5143492538,168898.88925103858,176080.6131749713,174893.4463258642,156570.8656764006,151542.91121355694,155936.11106706233,132610.3738654911,127540.76356268948,127238.63102899173
2024-11-14,172934.37238443023,172934.37238443043,172934.37238443043,147791.25324458338,145911.84756879325,164915.81924118754,161394.62760470746,169698.9600751038,167383.30230539743,174500.58218784136,173324.06818900924,155448.59520892776,150456.68017641534,154818.39040104247,130911.44091190564,126720.67664121813,126354.35730361934
2024-11-15,174323.74803765665,174323.74803765686,174323.74803765686,147800.8695021395,146768.1195577498,164930.1576408307,161408.65985874776,171062.3420347183,168728.07999055757,175902.54095996253,174716.57470543875,154841.22065149364,149868.81021585164,154213.4782033728,129677.11272117043,125097.55717940224,123343.8515216984
2024-11-18,170986.83339243,170986.8333924302,170986.8333924302,146542.72875975663,144711.57960499392,163058.25402377394,159454.23199594836,167787.85740019154,165498.27792675706,172535.40497493834,171372.14055081928,153214.279267268,148294.11474058396,152593.1326091001,129260.59357404592,125610.11981966521,124200.79822202264
2024-11-19,174460.89559500723,174460.89559500746,174460.89559500746,148315.6451175631,146852.6435750236,165693.33608882246,161981.36176887632,171196.92371179227,168860.82520908146,176040.9306176884,174854.03131544884,155327.13358599183,150339.11904611875,154697.42119618625,130454.02225683397,126069.28442104899,125055.26616029677
2024-11-20,173795.76175759127,173795.7617575915,173795.7617575915,148062.2446630656,146442.72169927755,165316.7074960626,161591.8695445273,170544.23379848033,168217.04169371264,175369.772881597,174187.39864432882,155201.66817242224,150217.68269877016,154572.46443248095,130787.31684098487,126111.97358566368,124983.23803491324
2024-11-21,172041.86756955646,172041.8675695567,172041.8675695567,147153.51886704145,145361.79699664557,163966.0701483917,160274.73869898904,168823.15304577933,166519.44625886815,173599.99425003852,172429.55217545285,153528.44198656906,148598.18876401085,152906.02167999095,132040.0018436432,126788.98728637127,125432.82634437403
2024-11-22,172711.92104019702,172711.92104019722,172711.92104019722,147074.60466444155,145774.75084154724,163848.78012563736,160331.55102022996,169480.67055137758,167167.99149074193,174276.11617485655,173101.11556585514,153769.6416953549,148831.6428354012,153146.24354001638,133304.01832697,127181.9830174548,125634.0229875996
2024-11-25,173347.9919731393,173347.9919731395,173347.9919731395,147420.52041431828,146166.76125399626,164360.94335239506,160839.47761113173,170104.8412952616,167783.64500015345,174917.9477932953,173738.61984122993,155434.68619426072,150443.2178214258,154804.53777497067,135358.9037768617,127613.39766639662,125832.73328846294
2024-11-26,175417.59907015233,175417.59907015253,175417.59907015253,148452.902991088,147442.2597710479,165898.26604486076,162353.86400076214,172135.72831491337,169786.81918465073,177006.29864194,175812.89065657565,157250.18459344373,152200.41518715012,156612.67595440816,135589.0440640372,128279.70249283969,126508.35892383523
2024-11-27,175177.28913871894,175177.28913871915,175177.28913871915,148260.42471912026,147294.156799417,165611.64631496524,162108.72606537028,171899.9143185535,169554.22303071388,176763.81230239713,175572.03920311408,157113.85358155717,152068.4621680445,156476.897642654,135880.49814362076,127891.03022031015,125512.30591653215
2024-11-29,176758.86195112226,176758.8619511225,176758.8619511225,149014.92725936498,148268.87986629334,166735.1773612471,163218.6560814197,173451.89763943586,171085.0284832471,178359.70890023094,177157.17598190028,158008.3541778128,152934.23769948346,157367.77184025574,137226.31909951192,128685.49566124305,126615.16552104146
2024-12-02,177609.95114809633,177609.95114809656,177609.95114809656,149664.89944958955,148793.40599986998,167704.1756042655,164046.2869931791,174287.0638916173,171908.7983236886,179218.50613248738,178010.18305028888,159078.87745804063,153970.38330490477,158433.9551075214,138348.46109097629,128916.1421978867,127993.7362365221
2024-12-03,182285.16373162795,182285.16373162818,182285.16373162818,151814.90333259676,151674.73875418946,170913.39923666298,167103.65073684647,178874.8083788248,176433.93991596653,183936.06058062578,182695.9309062721,162031.95761884734,156828.63131089445,161375.06317354718,137820.11329762332,128975.95225837521,128386.19931414853
2024-12-04,183409.98171429546,183409.9817142957,183409.9817142957,152727.15313889025,152367.96389383846,172275.0775388027,168195.82051962358,179978.58225154068,177522.65204320548,185071.06567027044,183823.2835894894,163148.1977094984,157909.02562448377,162486.7779105214,139608.91734215396,129776.82972091742,129973.42569994138
2024-12-05,183845.06472200117,183845.0647220014,183845.0647220014,152656.37469028513,152636.10548067582,172169.429418014,168200.99736360242,180405.52533368213,177943.76919650834,185510.0890818564,184259.3470270565,162684.18555287176,157459.91427321223,162024.6469075432,140271.59446037567,129563.25086835002,129613.25475177549
2024-12-06,188045.18703805408,188045.18703805434,188045.18703805434,154504.1172765281,155224.64018047118,174927.47986677138,170905.21593969667,184527.06797089695,182009.0705802304,189748.25052602607,188468.9340320704,165910.01461419967,160582.15240429138,165237.39812161794,141882.59371501105,129808.87652601459,130773.23958811919
2024-12-09,184899.93122106144,184899.9312210617,184899.9312210617,152577.1490825396,153986.36942444547,172007.93051254097,168240.0234803951,181596.80681274302,179118.79482926542,186574.50916028515,185316.59059577278,163971.35317281945,158705.74712662344,163306.596215794,141735.06360123414,129140.41662176921,129754.83982080445
2024-12-10,181650.01822201244,181650.01822201267,181650.01822201267,151035.21304284234,152430.19188367072,169677.95956033497,165961.09153499154,178505.6659686444,176069.83470512956,183295.16276676883,182059.35413960234,162604.15671704517,157382.4554004532,161944.94251695872,140660.12745619824,128738.89370012225,129312.69537780617
2024-12-11,184941.03686955327,184941.0368695535,184941.0368695535,152596.65184487915,154006.0523165723,172037.4005220414,168268.8479367765,181635.904274433,179157.3587794896,186615.9870891325,185357.78887303782,165598.35997945137,160280.50592339007,164927.00696724368,142100.80293708274,129734.12725335333,131627.70752639332
2024-12-12,183990.44258540415,183990.44258540438,183990.44258540438,152145.63805272878,153550.87290844214,171355.88779537808,167602.26403686922,180731.750588239,178265.54288551016,185656.78358481292,184405.0524895519,164676.71519618775,159388.45788522423,164009.0986279974,140675.57855977197,129065.66734910797,130778.21227284364
2024-12-13,182937.53937816177,182937.539378162,182937.539378162,151646.08332556073,153046.7042355577,170601.02639167983,166863.93819396064,179730.28620757972,177277.74416769957,184594.3445790911,183349.77663679764,162961.32609674553,157728.15501297245,162300.66389476485,141109.2111608735,129040.00595972133,131779.23796487116
2024-12-16,183417.78757827074,183417.787578271,183417.787578271,151907.03825590597,153276.66468779932,170993.2505259015,167200.70196741278,180247.86287495386,177728.29703242207,185078.9422293916,183831.1070434464,163101.4750234507,157863.80334233824,162440.24464311302,142331.51402469873,129591.02742669077,133676.93877283388
2024-12-17,181423.7417781679,181423.74177816816,181423.74177816816,150971.28916766218,152321.84242323274,169589.3693481834,165802.4200208555,178398.75300701935,175857.549682572,183066.83701150204,181832.56779723603,161552.16626503482,156364.24747921704,160897.21694389317,142036.3390547699,129057.11355264575,133088.25173670636
2024-12-18,175399.76955005093,175399.7695500512,175399.7695500512,148152.38688352887,149437.34357960537,165360.240078126,161578.23840341019,172828.39221712336,170206.05959105105,176988.30764573184,175795.02095886762,156463.57937770782,151439.0701958363,155829.25971820723,136405.92389101817,125210.75197582056,128286.83658340477
2024-12-19,176775.32033987468,176775.32033987495,176775.32033987495,148832.81030837234,150096.00774875237,166381.0624876984,162542.81395923946,174172.95956435232,171496.55552374938,178376.3163472038,177173.6714585084,156453.46395647994,151429.27961075905,155819.18530595137,136447.1866054242,125172.30645206348,127715.53878318859
2024-12-20,180996.032199752,180996.03219975226,180996.03219975226,150862.75737236466,152117.03939001315,169426.54178413193,165502.49783158692,178184.2860989661,175456.28680270945,182635.25380793287,181403.89440447837,158590.29846959258,153497.49403558037,157947.3568692187,137611.31100050994,126675.75258110475,128830.81493888487
2024-12-23,182877.10465904739,182877.10465904765,182877.10465904765,151665.80479024592,153017.76587548584,170629.85969249782,166821.55964042962,179767.28364011098,177221.04632725057,184533.3625225779,183289.2057321687,161256.4267110043,156078.00499863055,160602.67634884058,138402.8697578643,127434.31336161541,129876.54931155985
2024-12-24,185153.3052850909,185153.30528509116,185153.30528509116,152668.0511738365,154107.69421928545,172131.263447829,168417.69662082143,181741.89130596563,179356.501936484,186830.17794998156,185570.53562096157,163234.63638655032,157992.68849947205,162572.86615616677,140140.92706306395,128850.74489865148,131637.65289584218
2024-12-26,184842.67083496056,184842.67083496082,184842.67083496082,152535.04585341056,153958.9510514452,171932.0163456832,168199.87085996196,181479.8466335053,179065.0750423156,186516.73018567683,185259.20117730013,162937.3430895493,157704.94217120606,162276.7781171796,140634.47953183003,128859.31199806309,131548.22037392316
2024-12-27,181041.74567260963,181041.74567260986,181041.74567260986,150863.4230320584,152138.9286774472,169427.86085800355,165534.55342620166,178186.44563799934,175499.17366027134,182681.38129269777,181449.71088952693,160475.81411327244,155322.46018459887,159825.22843594573,138534.42131993792,127502.89006575648,129799.54850145189
2024-12-30,178742.28630272206,178742.2863027223,178742.2863027223,149833.41156170092,151037.86319403572,167882.54784311756,163922.1067494052,176151.04337482675,173341.89747229053,180361.09647464738,179145.0698448983,158872.8569692724,153770.97874453073,158228.76984728884,136393.48911774787,126047.87997546936,128073.22338899228
2024-12-31,176659.17852676375,176659.17852676398,176659.17852676398,148922.5834990053,150040.39478890976,166523.05536342104,162461.37199812446,174369.60158136938,171387.5951432642,178259.12267584304,177057.26792774882,157375.80688733314,152322.00337692653,156737.7889624241,135444.79110249027,125589.31400680845,126985.27425834416
2025-01-02,178988.73882433196,178988.7388243322,178988.7388243322,149971.58601423024,151155.8737005043,168088.78559181385,164094.92630632455,176421.29168469468,173573.11101896115,180609.7810357882,179392.0777304441,159339.16758493413,154222.31474450673,158693.1899911096,136059.75597731883,125280.71218669892,126736.88259210894
2025-01-03,184681.8728180132,184681.87281801342,184681.87281801342,152497.2877936794,153881.95506335326,171858.62176150212,168087.1146915088,181361.18198013,178914.21969884762,186354.47587391056,185098.04081299677,163198.6906319412,157957.89706956138,162537.06612939356,138418.11526544625,126847.16108408396,128810.95452123544
2025-01-06,185362.46948492507,185362.4694849253,185362.4694849253,152828.14962173003,154241.79170130898,172347.84689019743,168615.87063183048,181996.05326121688,179624.0408654773,187041.23648126522,185780.1711580436,164554.49017247482,159269.9179921955,163887.36911727051,139928.88003918444,127577.89209445626,130291.3591491979
2025-01-07,177809.0402914123,177809.0402914125,177809.0402914125,149557.21272313804,150940.5990281693,167425.2814543969,163799.89717073773,175492.71960526728,173205.46722365505,179419.39836077555,178209.72082740054,159066.63572004854,154116.7929110157,158421.76299881114,137291.10649226172,126135.74595623596,127966.41679178603
2025-01-08,177655.54630612902,177655.54630612922,177655.54630612922,149490.74368936376,150873.5151637937,167325.24951298308,163702.03129543483,175360.5647157588,173075.03475081694,179264.51423088883,178055.8809538981,159429.24315453233,154457.28325773662,158782.90038495976,136564.19076550874,126320.01841128197,127988.77871242183
2025-01-10,175277.204116129,175277.20411612923,175277.20411612923,148460.82641239633,149834.07127536883,165775.28528361622,162185.6295956248,173312.8652651734,171054.02361787632,176864.6321769365,175672.17933210608,156416.19084873097,151628.01080845238,155782.06330726627,135001.8440248734,124391.42332246482,125981.7698042665
2025-01-13,173455.0213063703,173455.02130637053,173455.02130637053,147672.91062800493,149037.69437335685,164567.0685995063,161023.82826960005,171686.99604453827,169505.6123925028,175025.9464560393,173845.89035775815,155525.20322075504,150791.3685956266,154894.68783600468,134861.78103075243,124584.31608872004,125576.89017545314
2025-01-14,173256.00860289516,173256.0086028954,173256.0086028954,147621.70347134635,148950.71675541106,164491.15081929875,160896.94021997356,171588.21306076803,169336.5001045356,174825.1313598825,173646.42919273928,155109.08968593116,150400.635730623,154480.26126882384,134176.60236413727,124755.72459169923,125457.65944674789
2025-01-15,178028.63539570555,178028.6353957058,178028.6353957058,149685.54457214903,151036.57209295593,167550.92303275366,163939.90830572933,175569.5390172962,173392.06953529126,179640.9822657935,178429.81077427295,159392.98048045437,154423.23241019293,158746.78472354234,136593.91902570552,127025.02151752065,128343.9769758633
2025-01-16,178555.8899197373,178555.88991973753,178555.88991973753,149920.39754238934,151267.00634037144,167899.10710191925,164276.0792990523,176022.5904784876,173840.10736073193,180173.01196085135,178958.25343038692,159804.50483319358,154809.65600834048,159156.640713661,136420.02525409855,126780.73945774518,127444.80035694173
2025-01-17,181346.04596414173,181346.04596414196,181346.04596414196,151186.64987126703,152486.43164439296,169776.40457875287,166055.04844245804,178465.29949446477,176211.05988896458,182988.43753201058,181754.6969009961,161141.5409829097,156065.1402011656,160488.25637946266,136606.88099685748,128053.61886783919,129595.86551586412
2025-01-21,184278.68115087095,184278.6811508712,184278.6811508712,152444.39607030593,153768.12682460816,171648.87858473696,167924.86053290358,180911.8669144865,178703.08495842403,185925.53661862412,184693.94058095236,163672.7363631269,158279.48478337505,163009.1900297737,138173.1315175789,129225.741739201,130355.94340811892
2025-01-22,188954.21608964723,188954.2160896475,188954.2160896475,154403.39265066918,155811.5485986751,174587.34212865942,170905.92404785616,184779.76592363988,182676.14997970243,190691.46394970187,189380.01151858582,166540.66852615948,160827.7502194558,165865.49529688357,139342.63805768607,129952.2025028169,132022.65694638196
2025-01-23,190320.69579436906,190320.69579436933,190320.69579436933,154990.61901083429,156408.76248307823,175468.17227847798,171777.17468441662,185939.2024838661,183837.32464489233,192120.09235441367,190749.57049205355,167863.4095563434,161913.44176307792,167182.87379705752,139974.70344889615,130661.475855812,132303.34074207768
