Date,V7.3 alone (no overlay),V7.3 + V2 (original params),V7.3 + V2 (tuned params),"V7.3 + min(V2, SPY-vol 12%)","V7.3 + min(V2, SPY-vol 15%)",CONTROL universe equal weight,CONTROL SPY buy&hold,CONTROL QQQ buy&hold
2021-07-14,170517.25379577465,171098.5607011556,171434.95692132376,130485.17255065055,143660.86627260316,216696.6121304896,137686.07460885236,167963.54606458647
2021-07-15,168679.9705804197,169255.01404092074,169587.7856711118,129180.74818008435,142188.32922842322,215253.8265907829,137215.81836036794,166783.85589649552
2021-07-16,168008.58196688705,168581.33661010684,168912.78372569996,128703.70442764096,141649.94246209206,213680.5966244432,136139.52917488068,165433.01260417182
2021-07-19,166885.43996067139,167454.36572329755,167783.59710577747,127905.44471130558,140749.1192324564,211853.98299462223,134129.04484423195,164077.53859133765
2021-07-20,168479.93737891875,169054.29891029678,169386.67591524383,129039.26537190049,142028.41519272584,215285.25552801706,136051.1583889949,165983.53185900417
2021-07-21,170654.42808337286,171236.2026268306,171572.86946425785,130584.45294606558,143772.24691762865,217419.38345175222,137152.7066760805,167264.9849339226
2021-07-22,172060.96936258813,172647.53891734307,172986.98057760674,131583.01798501538,144899.52211341806,217821.49252639065,137439.90400098605,168370.65416409782
2021-07-23,173668.92110105348,174260.97229141,174603.58611680643,132723.89925277358,146187.70512567167,219315.10773788334,138853.88810331357,170336.79032619903
2021-07-26,173030.13361874153,173620.00713167086,173961.3607579393,132270.9668563815,145676.18219208188,219081.98479122284,139194.75715450398,170470.94004049906
2021-07-27,171889.26378194557,172475.2479786942,172814.350898408,131461.81721667224,144762.44168865713,217473.38813703376,138560.35281533864,168592.7028597947
2021-07-28,171906.50795301265,172492.5509365145,172831.68787550693,131474.0533208089,144776.25727880493,220319.0136709449,138503.54817722758,169240.3684189944
2021-07-29,173111.52763700893,173701.67862863216,174043.19282891575,132329.10396257963,145741.68360692274,220405.52130116255,139077.97374393168,169541.08289116778
2021-07-30,172603.0197138774,173191.43716147164,173531.94817797496,131968.46132625593,145334.4201083761,219254.71475049522,138402.5529933581,168657.47647473981
2021-08-02,173959.1057916739,174552.14624476328,174895.3325461462,132930.42568833395,146420.6639323294,219700.29619012782,138112.17122847144,168671.35451822085
2021-08-03,174566.1547484505,175161.26467980453,175505.64856659286,133360.80452579854,146906.73401640067,221369.41476983044,139235.7735659122,169693.74136945937
2021-08-04,175796.87727824476,176396.18284076956,176742.9946953904,134233.12943555455,147892.01880812788,222517.0302503433,138550.90255170516,169938.9295496582
2021-08-05,177562.50628528174,178167.83101778076,178518.12610304813,135483.95853468412,149305.05409184657,225155.30762675,139428.3033643866,171016.8426928713
2021-08-06,176950.5377162175,177553.7761991016,177902.8639935587,135050.73136035854,148815.53196150987,223584.761035394,139658.72696807407,170267.3859907434
2021-08-09,176254.1406839175,176855.00509382802,177202.7190371106,134557.61214330234,148258.38052271013,225325.20896899182,139545.10738622097,170581.97850639783
2021-08-10,175105.3331763646,175702.28120994233,176047.72878724354,133743.90866934462,147339.10190490895,225598.97460301485,139718.68512927333,169707.61941294043
2021-08-11,174548.1506337259,175143.19918761824,175487.54755591208,133349.06779887856,146893.10061386792,225396.79411359143,140065.8612266401,169416.16638178797
2021-08-12,175590.61218883054,176189.21457722987,176535.6195123461,134087.9662257715,147727.67713775067,228679.75917999438,140485.6301888208,170026.828531055
2021-08-13,177015.6479615138,177619.1084104122,177968.32465427794,135097.60085830608,148868.20608637406,228754.8383148684,140741.29228284463,170623.61263684102
2021-08-16,177648.17250280103,178253.78927826165,178604.25336573334,135545.4825603032,149374.24934823703,228015.4743358395,141072.68015350855,170697.63357475674
2021-08-17,175801.02895857007,176400.34867450394,176747.16871955435,134237.88255896943,147896.7217273847,226371.0176174784,140147.92496634953,169194.1176860911
2021-08-18,172731.54907515997,173320.40468958838,173661.1692686512,132063.3373858762,145440.1927208736,225284.18591686714,138614.00393036156,167565.68528804567
2021-08-19,175245.5844251564,175843.01058641684,176188.73485120223,133846.66831760318,147453.9360919745,223454.35291788075,138828.63930734617,168375.27076655792
2021-08-20,178791.58821208176,179401.10298280523,179753.8227993255,136359.42038136156,150292.30245357542,225997.7757656766,139933.29989499593,170119.35823296226
2021-08-23,181861.83749388973,182481.81898905916,182840.59578943523,138531.92978415493,152747.48203873026,229447.77343933613,141164.23537937552,172663.7697368579
2021-08-24,181296.32504397185,181914.37866213822,182272.0398202765,138132.2608044163,152295.63168583022,230822.38861447925,141388.31071436263,173191.1495071883
2021-08-25,182116.76711505235,182737.61768561366,183096.89741082027,138712.22876649676,152951.27303946772,231022.69803213794,141684.9892197947,173390.07283643354
2021-08-26,181144.63557978164,181762.1720764776,182119.53398183495,138025.25554051378,152174.5822310198,230389.09901713463,140848.59451289044,172289.04844481914
2021-08-27,183152.95779882182,183777.34082599008,184138.66474685216,139445.02044871773,153779.56363241028,232276.6520999424,142107.93231632558,173963.73157576786
2021-08-30,184714.8882722506,185344.5960448608,185709.0013401629,140548.33852590286,155027.1377492475,233026.77526551334,142732.85547496437,175915.989694388
2021-08-31,183929.4506526957,184556.48080587544,184919.3365908464,139993.85905038644,154400.0367454064,233553.9932891075,142521.37362106796,175772.57853906704
2021-09-01,184627.27264901568,185256.68173298487,185620.91418029752,140486.63820553996,154957.3004410699,234025.95682229876,142597.14062023206,176064.01745216912
2021-09-02,184437.679406845,185066.44215234442,185430.30057035145,140352.7901762338,154805.92374882798,235209.77964765186,143035.84102657277,175980.7491912828
2021-09-03,185542.50492833526,186175.03411207238,186541.07212845495,141132.82692125827,155688.09234616742,235474.0986924412,143001.13166134089,176522.0211231446
2021-09-07,184518.0338271283,185147.07050724927,185511.08744835388,140409.83357697132,154870.3214240086,235889.9092106327,142489.83839018625,176771.82590580353
2021-09-08,184169.39114125702,184797.23927068122,185160.56840994113,140163.6895921791,154591.94662892466,233626.25804340353,142316.24003587183,176156.54715407637
2021-09-09,183666.15837779362,184292.2909466285,184654.62730893632,139808.3554493381,154190.10188487996,233092.10306222196,141707.0947983049,175550.5157253198
2021-09-10,183106.3013159396,183730.52528743996,184091.75716445234,139412.96050894028,153742.98148599305,230957.42123994575,140589.79950704044,174218.1670789373
2021-09-13,182740.89452987132,183363.87280052155,183724.38380349378,139154.83767166222,153451.11207104626,230791.7964335105,140949.60000239094,174097.88129006792
2021-09-14,183489.84711906422,184115.37862876922,184477.36716445137,139683.97311263953,154049.39772668548,229938.00571121322,140188.95168338876,173602.88832721012
2021-09-15,184746.7369681994,185376.55331555186,185741.02144192063,140571.7047985595,155053.2392475117,231170.24068674012,141359.8980896761,174893.58872509917
2021-09-16,184627.47263021412,185256.88239593516,185621.11523777051,140487.5106907463,154958.0178306929,232014.30141739972,141135.81244905796,175013.8745139685
2021-09-17,181047.91484752056,181665.12161553334,182022.29271035385,137960.42055777225,152099.98590770134,231992.00530287504,139761.00005018842,172941.330606479
2021-09-20,178223.07400175466,178830.65066223466,179182.24891464808,135963.29702751574,149842.3723682097,225608.8316457186,137430.59801618665,169180.23964261007
2021-09-21,178738.56752826937,179347.90154725692,179700.51676464005,136328.16096048942,150254.67290130415,226462.64373103762,137300.77798239037,169388.41029482585
2021-09-22,180793.02863123463,181409.3664718262,181766.03472744525,137781.99618971875,151897.63523814187,228540.43361074448,138640.12870496453,170970.5778419177
2021-09-23,183143.7921292719,183768.1439099423,184129.44974878326,139444.14419602155,153776.51176798454,232223.26524558463,140324.61500996607,172548.11466849904
2021-09-24,182726.228187637,183349.15645955794,183709.638528789,139149.17203529275,153442.97726897214,230830.8207675783,140555.739396562,172710.0204697612
2021-09-27,179701.93056857723,180314.5487689321,180669.06450768886,137012.41950700327,151027.01234500718,230260.1256551426,140153.63428592746,171331.4210904754
2021-09-28,172663.41885049792,173252.0422035617,173592.67237540445,132033.46689489842,145399.67829451198,223265.18318707834,137329.28335775595,166483.15554237246
2021-09-29,172418.29391536996,173006.08161799778,173346.22820768208,131859.558260504,145203.31036018074,222478.7626680756,137560.42835561393,166210.2112752115
2021-09-30,171608.19884933566,172193.2248733332,172531.7733085075,131284.76161861827,144554.3037330758,221788.25151884885,135879.09557370056,165599.54912594447
2021-10-01,174038.3467844212,174631.657376369,174975.00000428106,133009.64191400938,146501.66117866783,222768.31836858726,137493.91581309418,166626.56669769346
2021-10-04,168995.19507708846,169571.31316301652,169904.70666769135,129433.70235359257,142463.16568184298,216457.42022641576,135720.81138706274,163129.15855996453
2021-10-05,172801.72176044984,173390.81659915394,173731.71961480053,132138.60636393918,145515.8161683387,219597.89013699244,137132.97139270193,165331.23557929398
2021-10-06,174507.03978682988,175101.9481905694,175446.21545543705,133348.4716101452,146881.93188341986,220985.8058766178,137702.92431554894,166390.63995851553
2021-10-07,176711.94728146624,177314.3723905469,177662.98949409954,134911.67477824987,148647.42394208405,225300.570635496,138893.43080948773,167917.2812136328
2021-10-08,176202.80240768258,176803.49180131874,177151.10446451564,134551.0338945268,148239.99411422393,225048.86196976315,138640.12870496453,167079.93964815844
2021-10-11,175276.32668110743,175873.85764516806,176219.64255823666,133894.6495178694,147498.5019031618,224315.48428747678,137636.4117730292,165798.48657324002
2021-10-12,174791.2749154216,175387.15229936302,175731.98030292877,133550.87157246325,147110.19741846167,225159.06044011365,137297.6141536712,165220.21123144554
2021-10-13,175991.38602370047,176591.3546820375,176938.55026326253,134401.61459178713,148071.06701997897,227211.91600182425,137791.5630478409,166543.29843680715
2021-10-14,180815.57077000852,181431.9854585474,181788.698185269,137819.7319329452,151932.2705607448,229789.7511763256,140109.29946133497,169610.47310857306
2021-10-15,181494.25691839913,182112.98530209708,182471.03693998404,138299.6803038329,152474.77482650062,230546.30817150782,141176.35480143985,170679.12481076524
2021-10-18,183392.05605718726,184017.25418937017,184379.04980297052,139641.38980874745,153991.49453143543,233154.22224258375,141594.30997256332,172395.4420721571
2021-10-19,184581.0941081268,185210.3457657705,185574.4871121168,140481.38994789112,154941.29403352007,236143.99109137297,142686.68624805263,173700.0346315775
2021-10-20,182275.45007074834,182896.84160414984,183256.43437888846,138853.31722463557,153100.13123343306,234710.79252863966,143247.12707348008,173473.35521537016
2021-10-21,184573.03004499953,185202.25421160948,185566.37964918232,140477.17758180381,154935.98460412546,237052.69205257023,143620.75772564206,174532.7454765414
2021-10-22,184316.33123198358,184944.68029188566,185308.29931436852,140295.91366770776,154730.9968651154,235641.64186149027,143471.9341082687,173066.2471158588
2021-10-25,185051.91269945772,185682.7694151952,186047.83959185614,140815.38543055629,155318.43786631027,239253.58796770443,144241.32160236486,174838.07655117495
2021-10-26,190041.32700793355,190689.19303461612,191064.10632144255,144337.9264583951,159302.25113738782,238620.75011537052,144371.15194179214,175388.59580600727
2021-10-27,192944.66623429407,193602.42997574378,193983.07096648213,146383.8064334996,161617.46764694058,237321.53721188975,143731.57417586126,175795.70390551863
2021-10-28,195756.29404558448,196423.6428502796,196809.83061676752,148362.90785673805,163857.90766310494,240988.70582142,145118.40294048507,177747.96202413877
2021-10-29,198364.39453291855,199040.6345599942,199431.9675837873,150196.8426268905,165934.71381178653,244040.01278271276,145412.87604088162,178622.30699954584
2021-11-01,195551.7627109307,196218.4142520085,196604.19851934098,148220.96551582412,163696.47518735265,246798.2874509353,145663.01431668564,179232.96914881293
2021-11-02,196985.81457561406,197657.354913767,198045.96827678377,149229.43491248123,164838.46550499764,246983.75742860118,146251.9399062167,179982.4117328905
2021-11-03,196760.55272300928,197431.3251255573,197819.4940922794,149071.10712044314,164659.14447196684,248479.0904424568,147144.86099919482,181893.03572106748
2021-11-04,203804.73075332792,204499.517320077,204901.5830322066,154022.5950948328,170267.016759087,250736.71768616524,147838.26507587574,184224.64585223683
2021-11-05,203432.39620858137,204125.91345719897,204527.24462821498,153761.52719877227,169971.09999598243,249883.95277290948,148351.20724799152,184400.44381503042
2021-11-08,205204.15286184053,205903.71017006657,206308.53666034175,155003.98487495954,171379.34757385685,252080.02185648255,148477.88406433063,184150.62491432112
2021-11-09,205409.53027459333,206109.78773078433,206515.0193893567,155147.91753714005,171542.51933023531,249907.97154346883,147987.08869324907,182883.04988288376
2021-11-10,201267.73993883308,201953.8777017425,202350.93844163851,152245.47631383437,168252.03918055983,245878.6549409505,146796.54097678626,180195.22722366708
2021-11-11,202289.882637467,202979.50496628263,203378.58218798702,152962.82733386927,169064.90276428606,247762.61053194525,146844.02932446692,180694.85090703535
2021-11-12,204035.9065533977,204731.48121686978,205134.00299232206,154187.75907974356,170453.09450123244,251719.3263292307,147952.2453548141,182596.22757224177
2021-11-15,204204.7280000971,204900.87818933302,205303.73301551942,154306.12341796057,170587.26155281605,251032.23262748923,148002.89753121397,182554.57932374824
2021-11-16,206904.8643640848,207610.2195333384,208018.40118508972,156199.1339375192,172733.04787321654,252085.51705873478,148588.69020891885,183854.5552807085
2021-11-17,204683.56375134535,205381.346329812,205785.14580255593,154643.29291261116,170968.91195757125,250220.3730353346,148227.7354828956,183951.70158507588
2021-11-18,208298.9664679388,209009.07424234957,209420.00617694808,157177.57387416356,173841.7479170958,250049.19447369347,148731.15525196082,185857.6948527424
2021-11-19,209059.56985925604,209772.27059123438,210184.70304323037,157710.06415506435,174445.62033383476,250329.4440565054,148465.19783256092,186893.95974746198
2021-11-22,205896.76335433574,206598.68182691938,207004.87469828821,155496.39893703826,171934.99092612235,246049.84750216702,148047.24266143746,184724.26953560516
2021-11-23,205496.57054159237,206197.12472498915,206602.52809648888,155215.99115455875,171617.08106063062,244386.27674998724,148243.5546264915,183882.31136767063
2021-11-24,207855.70443715432,208564.30109598208,208974.3585638132,156869.22556677015,173491.33526310584,247144.33356196395,148639.34238531868,184474.46475294614
2021-11-26,202513.6072869124,203203.9923108849,203603.51089629147,153128.65761632076,169249.5605998161,241763.43415758637,145324.20639169664,180977.05661521727
2021-11-29,209536.83767862283,210251.16545462716,210664.53945996662,158055.73227569586,174833.36537569537,244429.88340937192,147106.84352640968,184904.69821890918
2021-11-30,206327.9189122054,207031.30722844126,207438.3506829431,155809.99705056945,172286.28514247667,238672.75882800526,144244.50604234604,182189.1194727304
2021-12-01,201993.50974374622,202682.12171375152,203080.61425139025,152773.19006336955,168843.24104051187,231869.1922863018,142642.3411178291,179089.55799349188
2021-12-02,204092.1587637725,204787.92519551204,205190.55794525295,154245.83994497306,170512.04779098526,233670.18957557352,144827.12458570075,180380.27250943123
2021-12-03,198053.54607669596,198728.72639661527,199119.44617897156,150011.61157570005,165712.6594061401,228842.70427346168,143566.93141489202,177243.70762026004
2021-12-06,197840.06257353484,198514.51511118104,198904.81373355535,149861.58902785846,165542.73437609983,230720.2472652745,145267.21625222743,178663.9552480394
2021-12-07,206104.19961643912,206806.82525576928,207213.42735713063,155669.54833693398,172121.02966567414,238671.81573218777,148272.08061311912,184044.2171689328
2021-12-08,206400.49856044634,207104.13430648638,207511.32094602546,155877.181581251,172356.42463015366,240528.44114662174,148664.69423759612,184867.68069092612
2021-12-09,201213.80890570272,201899.76281342283,202296.71715824565,152242.9547739285,168236.14237839752,236128.53674990934,147660.98761129178,182147.48534228723
2021-12-10,203171.22964297858,203863.85655396368,204264.67249591308,153617.03968039431,169793.06014504016,237372.04319087978,149050.94928774177,184127.49954786946
2021-12-13,198007.20463425218,198682.2269725016,199072.85533251945,149994.48056344062,165687.56036096325,234979.4805671848,147730.6433712687,181467.4329756149
2021-12-14,195373.79858025425,196039.84342742997,196425.27660735307,148143.66954040868,163591.29281593012,233567.8462258043,146714.24020756365,179589.19579491054
2021-12-15,201033.03166759966,201718.36929131034,202114.966999029,152124.9641993909,168099.16315668356,238503.37162395025,149006.6247687803,183683.3739203751
2021-12-16,194296.26957521844,194958.64104015613,195341.9484722364,147395.2571763956,162740.34142140023,233342.08945935997,147692.62589848356,178960.02488165195
2021-12-17,192263.37939408878,192918.8205744138,193298.1175233452,145964.44401250838,161120.52928379964,232952.6435341983,146120.72861223447,178067.17114225336
2021-12-20,189659.094773901,190305.65774044063,190679.81696000462,144130.06567106466,159044.36017588404,228108.08158274592,144566.97954218884,176114.91302363324
2021-12-21,195240.0133438746,195905.6021065192,196290.7713550991,148064.99157694733,163496.5149744978,234380.25645112555,147134.33894993662,180056.43267080619
2021-12-22,200148.38410171398,200830.70589138186,201225.55836751423,151070.6465130093,167406.6972388284,236488.983369416,148605.50899872242,182249.2623671651
2021-12-23,203031.7615719194,203723.91302513707,204124.4538246543,152837.97257048063,169700.95500811294,238081.92152598556,149530.11990704734,183623.24514399073
2021-12-27,207389.35201866773,208096.3588449408,208505.49629331732,155501.7680397034,173165.82292802614,239831.90706102602,151646.3090949358,186658.03300828408
2021-12-28,205503.36976773347,206203.9471302339,206609.36391523827,154353.41966966703,171667.7488199826,238168.4174620312,151522.38388207555,185792.92123779727
2021-12-29,205043.21434825615,205742.22300426537,206146.7319952468,154072.75417084547,171302.07465706495,237492.0901659703,151716.23280131887,185765.16515083518
2021-12-30,203063.17303087216,203755.43156825638,204156.03433625968,152864.5456959017,169728.41270582032,237801.90935694397,151296.78331369942,185210.02929354267
2021-12-31,201692.9678490155,202380.55524775377,202778.45487672705,152026.9230934053,168638.90838362928,235751.47721274194,150915.47496643715,184053.47860995372
2022-01-03,207254.03355247993,207960.57906731934,208369.44955959887,155430.8086962534,173062.19439874624,238122.93868529864,151789.27911389712,185825.30804526986
2022-01-04,203188.959370416,203881.64672345467,204282.49764258775,152955.15570117973,169833.0485553136,234375.67764777792,151738.46204740118,183415.06037372458
2022-01-05,194794.39850983562,195458.46813600342,195842.75827620877,147823.59846982348,163158.22097703873,226672.22362127758,148824.7303815052,177780.34883161137
2022-01-06,193971.06637253988,194632.32919384673,195014.9950654648,147316.22289775356,162502.18518394258,226242.68911031383,148684.93449689404,177655.43232223153
2022-01-07,190676.8639837512,191326.89660662535,191703.06367998465,145284.5626640273,159876.8032039433,225261.30953910045,148097.11160988075,175730.9302905735
2022-01-10,191545.3201632001,192198.3134223905,192576.19378498974,145821.91180629857,160569.51938947858,225059.42008645117,147912.80570494998,175846.58535893238
2022-01-11,193331.81832527294,193990.90189904996,194372.3066629381,146926.34892984232,161994.18882018616,229278.84174697366,149260.02992961358,178488.1572852458
2022-01-12,196581.73158773914,197251.89437478816,197639.7105634033,148931.99964016187,164584.71413326004,229286.49564118267,149663.56752295812,179195.9657388802
2022-01-13,188476.01153957078,189118.54128109393,189490.36651556662,143945.18018634524,158128.79752820023,222795.63598674786,147601.44167533284,174713.17415984542
2022-01-14,190168.41079900603,190816.7100644587,191191.87406202554,144994.79765961776,159479.5559452431,221990.45931460266,147661.80175614136,175800.3346260291
2022-01-18,185412.8178932205,186044.90496352117,186410.6871334867,142050.33606546297,155685.60875601857,216567.0169693793,145046.7684993548,171423.93667433236
2022-01-19,182736.0506093925,183359.01236673188,183719.5138136239,140385.0060596844,153547.45318683248,214307.1022366245,143540.65205582394,169541.08289116778
2022-01-20,180242.73819468115,180857.20005132616,181212.7826946758,138829.54060425356,151554.4176030918,213278.00538961458,141951.9462854023,167339.00587183834
2022-01-21,175484.57641082682,176082.81731480986,176429.01306267877,135853.42021572063,147748.40696063748,207010.1544293921,139165.34488360974,162698.92509400152
2022-01-24,175167.38619026367,175764.5457675104,176110.1157629179,135654.01404472848,147494.3543778691,207065.65545479118,139756.35221060424,163443.73695756865
2022-01-25,169731.2467045611,175588.7812217429,175934.005647155,135543.8550840957,147354.04219940837,202619.42007388658,138050.0488847607,159654.87578868726
2022-01-26,172589.67487348057,177813.96968792143,178163.56904779302,137261.56518434186,149221.4195618199,201700.1687937742,137703.71784913648,159405.0710060283
2022-01-27,167509.75558297755,173627.01880386303,173968.38621575298,134029.49386449854,145707.7318822109,198109.8693868204,137023.76262091982,157799.77809248483
2022-01-28,172569.88242677122,177822.95227937732,178172.56929988734,137268.49919838368,149228.95774934668,202994.5438028838,140426.78503577033,162749.80654741527
2022-01-31,179993.59105459758,183942.7028013012,184304.35183970496,141992.57423394613,154364.65019155698,211766.7798189602,142956.01360879187,167954.28462356553
2022-02-01,180528.88081408336,184380.33013931822,184742.83959514304,142330.39591066306,154731.90689659858,214839.74790543542,143921.9604030862,169096.9572636734
2022-02-02,184194.26990068777,187375.20008734905,188456.8387150774,144642.2532822281,157245.2006824161,214191.51880249733,145320.01199987676,170470.94004049906
2022-02-03,178104.3906786492,181142.67707785615,182226.0293258341,140757.0841412913,152275.68398528776,206292.8503769793,141904.2827419945,163559.39202592755
2022-02-04,180603.43211448565,183684.34971203998,184782.90283264653,142097.4001778603,154308.271999632,210309.63779869166,142571.55173844143,165622.68861044644
2022-02-07,178174.95898556986,181214.44921095044,182298.23070344978,140783.76423281519,152334.4113856395,208940.37520899743,142114.01263861978,164290.33996406393
2022-02-08,179330.99592608082,181033.23476173947,182115.93247274632,140686.97341456174,152189.4948347233,210056.35032069558,143283.28953268396,166136.19033729576
2022-02-09,184098.80071325987,185665.26308880222,186775.66337317156,143161.82049988798,155893.8919793938,216631.01824031546,145380.38238631625,169656.73795952668
2022-02-10,179008.24013785867,180531.387882448,181611.08421932487,140440.22579667793,152225.8175359994,212779.20229433937,142768.54387514194,165816.9812191812
2022-02-11,171719.4491109754,173180.57789149455,174216.3115539944,136508.7502084874,146974.85727966906,205647.77950821473,139953.33404167372,160556.99096910673
2022-02-14,173949.63825378087,175429.74329796396,176478.92844764772,137727.6395782325,148591.94357990142,204814.703444035,139495.76402495903,160755.91429835197
2022-02-15,180284.01455468652,175254.31355466598,176302.44951920008,137632.94988866826,148466.06170482107,211845.9688124017,141745.41113438923,164752.9602374995
2022-02-16,180505.38798726394,175294.25662875228,176342.63147911825,137654.51624498196,148494.72775773116,211818.39016315388,141904.2827419945,164711.32610705635
2022-02-17,171569.17593961436,175118.96237212355,176166.2888476391,137559.8768287379,148368.92824048048,204076.79152186375,138873.0256600937,159812.17910553966
2022-02-18,167613.2939670916,175118.96237212355,176166.2888476391,137559.8768287379,148368.92824048048,200259.7376455551,137973.80782657024,157989.45409875945
2022-02-22,165094.62400016686,175118.96237212355,176166.2888476391,137559.8768287379,148368.92824048048,196711.46173652448,136493.13598599588,156402.65583115717
2022-02-23,160180.93086439685,175118.96237212355,176166.2888476391,137559.8768287379,148368.92824048048,192711.6473387683,134071.90012029762,152396.3766870894
2022-02-24,170784.60282078525,178544.18902437825,179612.0006061836,140250.46926951216,151270.93953892487,200554.16772666195,136089.57778138932,157517.57238430294
2022-02-25,174540.95707557732,179722.29620681654,180797.15364377343,141175.89891295016,152269.08672780183,204203.47049476765,139092.2367372455,159960.20686332078
2022-02-28,179201.20638668578,181161.87357786184,182245.34063352496,142306.71926023855,153488.763619259,206322.0970740745,138736.37299293972,160436.70518023742
2022-03-01,175842.86495769938,180143.3479144634,181220.72351732882,141506.644483035,152625.82131411487,203569.56409333786,136623.39916192548,157980.19265773852
2022-03-02,178643.25538848806,181004.01128193858,182086.53421733185,142182.71488236333,153355.0153412973,204024.3471356988,139136.74675756507,160631.0119070225
2022-03-03,175107.9556066942,179929.40573884553,181005.5018269073,141338.58810051755,152444.5595542695,199959.01572166203,138444.0743806857,158336.41930383613
2022-03-04,171610.58340473296,178851.30491852667,179920.9532552022,140491.71569993263,151531.14240583996,196471.415467866,137319.23536752406,156041.81258259944
2022-03-07,163619.6277153734,176352.87010599984,177407.5761606343,138529.13905820093,149414.35225135286,190321.2837370559,133271.1732023089,150286.81525161685
2022-03-08,163993.74136044964,176473.83850565256,177529.26803081206,138624.16245218972,149516.8423047675,190865.08736378409,132260.77822148098,149588.26823900337
2022-03-09,172703.6223745002,179285.6521566966,180357.8981752904,140832.90520776325,151899.1415838761,198316.23271816684,135806.78096092382,154973.1608804073
2022-03-10,170491.70762080094,178596.78777676128,179664.9139336715,140291.7867704906,151315.50364787198,196878.38240807888,135193.52377658506,153252.21289850492
2022-03-11,166331.81944247868,177289.49369801706,178349.80137723987,139264.87791941565,150207.90331304222,190826.62491679878,133474.5548302338,150074.01387889058
2022-03-14,161323.94089635427,175688.1568252777,176738.8874576729,138006.99185161648,148851.17624966783,186188.95760934797,132499.0753272579,147191.89861093916
2022-03-15,168176.0599045567,177926.8254671601,178990.94480918898,139765.5163338671,150747.88042483223,191885.87884779042,135412.77607626084,151808.839904274
2022-03-16,174781.62716713792,180023.39191206533,181100.0500992066,141412.4163498207,152524.18901073246,201475.01256454454,138415.46594901002,157438.9348439271
2022-03-17,177415.89551118403,180837.37321580088,181918.89954605143,142051.81693994536,153213.83182272216,206300.0531247224,140147.17265528603,159344.92811159362
2022-03-18,183305.1117218989,182638.21026049246,183730.5067797017,143466.41487212133,154739.5847088595,211400.36845520142,141682.16547689875,162606.39539209427
2022-03-21,184138.06674517065,182887.18762928838,183980.97319678005,143661.99218551317,154950.52991355918,209918.14531072363,141640.73684025026,161954.09911238408
2022-03-22,189567.30674052602,184504.89512117128,185608.35564255106,144932.73774221345,156321.1269267326,213944.63918513863,143298.11933570314,165136.9288525089
2022-03-23,187830.32018892994,183997.71506933705,185098.14232071032,144534.33642395955,155891.42040211483,211820.77785319343,141452.67968563293,162763.68459089633
2022-03-24,194617.57334187487,185992.34363167384,187104.7000726326,146101.16194437965,157581.36247362444,215637.445251759,143584.98688041646,166381.37851749462
2022-03-25,193814.26871081544,185762.03270689654,186873.01173717488,145920.24754187564,157386.2323483176,214304.42937547213,144286.19231976973,166242.59808268407
2022-03-28,198997.02472800537,187252.26244980615,191739.34161591242,147090.85646454364,158648.82428463653,216875.40035491931,145312.49919487257,168814.76567354184
2022-03-29,200330.2325854139,188375.70807795264,193023.92563000045,147623.499724242,159355.04662762635,221004.91038170306,147110.16193959396,171720.0204259953
2022-03-30,198259.3399862008,186428.3941119299,191028.5612064714,146734.2730368248,158155.18040967497,218974.42883534543,146201.7720944742,169823.27448129933
2022-03-31,195963.64195660726,184269.689775212,188816.59030215835,145744.21972552818,156821.28907653003,215480.3024730094,143951.56848096958,167718.3578843876
2022-04-01,195084.10970678827,183442.64281281002,187969.13574980633,145363.05428591897,156308.6198974066,217132.0218086708,144359.52719001618,167399.14876627302
2022-04-04,200810.11771805852,188826.95650157472,193486.30872095522,147849.2196127417,159650.33104420936,222875.34950290096,145596.1926052357,170845.6613325379
2022-04-05,195094.8871462019,183452.7771183245,187979.5201218355,145397.26113026848,156340.7432048312,217634.78793285525,143757.11152949682,167052.18356119635
2022-04-06,187800.31522826987,176593.50214803207,180950.9908318829,142229.47350017805,152082.9749656509,213970.03243077802,142319.62028284217,163425.24231162746
2022-04-07,188574.81959245657,177321.78866839505,181697.2480036712,142571.26642240246,152539.8149155122,213724.9547543404,143036.76853336339,163813.84164714732
2022-04-08,184077.3801708566,173092.72985561515,177363.83611053517,140589.92399583233,149889.96815275514,210959.6634919415,142654.31626105937,161523.86564642107
2022-04-11,178504.3208636704,172919.63712575953,177186.47227442462,140508.0020787924,149780.7918228738,207542.88415575458,140216.01427041338,157702.63178811746
2022-04-12,177131.5235627989,172919.63712575953,177186.47227442462,140508.0020787924,149780.7918228738,206754.03367971675,139696.48680008407,157036.4574649262
2022-04-13,181094.59616533094,176615.55496346037,180973.58780602887,142257.94934438713,152112.5850589458,209820.24328388268,141296.4978477205,160228.53452802158
2022-04-14,177609.3971660621,176438.9394084969,180792.61421822282,142175.05546697945,152001.789827149,205389.99119648384,139537.12052219044,156564.5757504697
2022-04-18,177313.47948283795,175968.53290310726,180310.60031505744,141954.17963551584,151706.6121533848,204062.28348734236,139594.49197000693,156684.86153933906
2022-04-19,179477.18918390071,175792.56437020414,180130.2897147424,141871.46276508123,151596.1126227107,208160.53885475046,141847.91094038574,160186.90039757843
2022-04-20,177385.89106069645,175792.56437020414,180130.2897147424,141871.46276508123,151596.1126227107,204327.6009561483,141742.72136469642,157850.65954589858
