Date,V7.3 alone (no overlay),V7.3 + V2 (original params),V7.3 + V2 (tuned params),"V7.3 + min(V2, SPY-vol 12%)","V7.3 + min(V2, SPY-vol 15%)",CONTROL universe equal weight,CONTROL SPY buy&hold,CONTROL QQQ buy&hold
2020-01-27,100000.0,100000.0,100000.0,100000.0,100000.0,102505.84282952014,99578.30388482097,100897.48445990904
2020-01-28,100000.0,100000.0,100000.0,100000.0,100000.0,104271.2823423141,100621.79024681266,102447.25814050314
2020-01-29,100000.0,100000.0,100000.0,100000.0,100000.0,104420.89151767718,100538.6959440025,102613.80172130093
2020-01-30,100000.0,100000.0,100000.0,100000.0,100000.0,104497.01428897094,100864.95161042489,102979.27569036913
2020-01-31,100000.0,100000.0,100000.0,100000.0,100000.0,102830.2129880508,99033.46578473822,101346.22668986357
2020-02-03,101773.36285902634,101773.36285902634,101773.36285902634,101773.36285902634,101773.36285902634,105383.12441422412,99769.14355981023,102877.49866549131
2020-02-04,105128.31259081347,105128.31259081345,105128.31259081345,105128.31259081345,105128.31259081345,108791.14456458442,101289.73941490604,105232.23416311234
2020-02-05,105490.61794457871,105490.6179445787,105490.6179445787,105490.6179445787,105490.6179445787,108282.09255508773,102459.45945110354,105579.19936818903
2020-02-06,107201.00800914053,107201.00800914053,107201.00800914053,107201.00800914053,107201.00800914053,108970.84279295501,102804.21372518365,106490.56187157912
2020-02-07,106426.92632776567,106426.92632776567,106426.92632776567,106426.92632776567,106426.92632776567,108355.14173520567,102256.31485269182,106032.56525962884
2020-02-10,107514.83065861205,107514.83065861205,107514.83065861205,107514.83065861205,107514.83065861205,109968.01734724827,103019.68385827982,107314.02539357243
2020-02-11,106884.82375008095,106884.82375008095,106884.82375008095,106884.82375008095,106884.82375008095,109953.49625672704,103198.21860984663,107332.5270985388
2020-02-12,107736.02223178379,107736.02223178378,107736.02223178378,107736.02223178378,107736.02223178378,111405.40498793022,103863.09669989989,108378.05343427927
