Date,V2Weight,SPY
2021-11-19,1.0,439.6429748535156
2021-11-22,1.0,438.4053039550781
2021-11-23,1.0,438.9866333007813
2021-11-24,1.0,440.1586608886719
2021-11-26,1.0,430.3417053222656
2021-11-29,1.0,435.62054443359375
2021-11-30,1.0,427.1444396972656
2021-12-01,1.0,422.4000244140625
2021-12-02,1.0,428.8697204589844
2021-12-03,1.0,425.1379699707031
2021-12-06,1.0,430.1729431152344
2021-12-07,1.0,439.0711059570313
2021-12-08,1.0,440.2337341308594
2021-12-09,1.0,437.2615051269531
2021-12-10,1.0,441.3775329589844
2021-12-13,1.0,437.4677734375
2021-12-14,1.0,434.45794677734375
2021-12-15,1.0,441.2462768554688
2021-12-16,1.0,437.3551940917969
2021-12-17,1.0,432.7004089355469
2021-12-20,1.0,428.099365234375
2021-12-21,1.0,435.7019653320313
2021-12-22,1.0,440.0584716796875
2021-12-23,1.0,442.7964782714844
2021-12-27,1.0,449.0630493164063
2021-12-28,1.0,448.6960754394531
2021-12-29,1.0,449.2701110839844
2021-12-30,1.0,448.0280151367188
2021-12-31,1.0,446.89886474609375
2022-01-03,1.0,449.4864196777344
2022-01-04,1.0,449.3359375
2022-01-05,1.0,440.7076416015625
2022-01-06,1.0,440.2936706542969
2022-01-07,1.0,438.552978515625
2022-01-10,1.0,438.0072021484375
2022-01-11,1.0,441.9966735839844
2022-01-12,1.0,443.191650390625
2022-01-13,1.0,437.0851745605469
2022-01-14,1.0,437.263916015625
2022-01-18,1.0,429.5201416015625
2022-01-19,1.0,425.0601501464844
2022-01-20,1.0,420.3555908203125
2022-01-21,1.0,412.103759765625
2022-01-24,1.0,413.8538818359375
2022-01-25,0.0,408.8010864257813
2022-01-26,0.8,407.7755126953125
2022-01-27,0.8,405.7619934082031
2022-01-28,0.8,415.8392028808594
2022-01-31,0.8,423.3288879394531
2022-02-01,0.8,426.1893005371094
2022-02-02,0.8,430.3292846679688
2022-02-03,1.0,420.2144470214844
2022-02-04,1.0,422.1903991699219
2022-02-07,1.0,420.8355102539063
2022-02-08,0.0,424.2980346679688
2022-02-09,1.0,430.508056640625
2022-02-10,1.0,422.7737426757813
2022-02-11,1.0,414.4371948242188
2022-02-14,1.0,413.0822143554688
2022-02-15,0.0,419.7439880371094
2022-02-16,1.0,420.2144470214844
2022-02-17,0.0,411.2381286621094
2022-02-18,0.0,408.5753173828125
2022-02-22,0.0,404.190673828125
2022-02-23,0.0,397.0207824707031
2022-02-24,0.3,402.9956359863281
2022-02-25,0.3,411.8872680664063
2022-02-28,0.3,410.8334655761719
2022-03-01,0.3,404.576416015625
2022-03-02,0.3,412.0190734863281
2022-03-03,0.3,409.9678955078125
2022-03-04,0.3,406.636962890625
2022-03-07,0.3,394.6496276855469
2022-03-08,0.3,391.6575927734375
2022-03-09,0.3,402.158203125
