Date,V7-price top5,V7-price + V2,V7-price + voltgt20,"V7-price + min(V2, voltgt20)",B dip sleeve (price-only gates),"B + min(V2, voltgt20)",CONTROL universe equal weight,CONTROL SPY buy&hold,CONTROL QQQ buy&hold
2008-04-17,93511.23709684264,96796.2125351836,93519.68005862058,96780.71746408522,92509.65712380825,98920.55734426207,93278.92514802546,95031.05571700126,89803.6115746739
2008-04-18,94936.87711203654,97976.78982786948,94653.48462772777,97957.1201892279,93656.19538917148,99749.32309884773,95922.5781046706,96022.5697164632,92660.18493525268
2008-04-21,94771.38199327957,97840.15436261099,94515.90436183619,97820.51215465205,92496.26220188837,98908.20808043728,96083.35927570562,96071.14138998352,93314.82058701539
2008-04-22,93416.27335896468,96720.96386293987,93386.53963605459,96701.54634159026,90723.46221559614,97523.231892469,94434.66957821957,95648.18647029084,91926.20569898066
2008-04-23,94978.93815047537,98015.32031193934,94696.28440671517,97995.64293798925,93075.54901608727,99374.05493113684,95977.88599565113,95495.64244389717,92937.90639939114
2008-04-24,95405.60691815463,98367.56746690272,95049.60592925853,98347.81937646698,93767.7379750639,99908.6712696346,95763.28220058304,95911.66488797177,93771.07835914895
2008-04-25,94090.48322837483,97282.80507223369,93968.68831300801,97263.27475668475,93022.37724759619,99341.1283702288,96107.6397018511,96799.23609735619,93533.03247093629
2008-04-28,93649.10955600896,96917.72611878786,93604.79467533424,96898.26909581263,91507.417949325,98185.07907856589,95763.8934926652,96820.01874281254,93711.56877893137
2008-04-29,93481.9441429849,96779.32615498416,93467.32737126642,96759.89691692904,92659.38108940073,99067.11243421091,96201.08829502805,96438.65128612942,94425.70644356929
2008-04-30,93790.42282426727,97034.8138573967,93721.28219966873,97015.33332810421,93587.16455610274,99775.39918683203,96056.8742660836,95870.02569006952,93652.05163137145
2008-05-01,93813.13675643204,97053.61357799254,93739.91580186418,97034.129274503,93958.2435377877,100056.56920241872,97609.57809806794,97853.17933087566,96607.81771543599
2008-05-02,94039.60938627367,97241.0499039707,93926.92098655111,97221.52797111195,93369.49891348612,99606.5938772465,97743.79882525164,98123.63456836839,96746.67844750523
2008-05-05,94359.42516371021,97505.6126530229,94191.73180775823,97486.03760703724,94397.46846349163,100400.1219287051,97813.4374503107,97652.10058445646,96468.95698336675
2008-05-06,93348.28509853983,96669.72937915681,93350.02497708208,96650.32214354718,94076.79045176432,100145.95928413238,97800.80549540455,98498.05476803551,97064.07548756954
2008-05-07,92569.01959672464,96024.13521450372,92697.87267571727,96004.85758718144,92700.9020928911,99056.55726475925,96239.06896961898,96743.7467296157,95298.55397925292
2008-05-08,93339.84831782464,96663.81498352007,93347.4208198769,96644.40893527356,93056.33991640397,99338.49320741232,96689.26518409156,96494.13326317095,96012.69921123321
2008-05-09,93119.49444970276,96481.25419369314,93162.02798465549,96461.88479601225,93114.53654295256,99384.45465584223,96496.36784619145,96313.83716220809,95635.78502360897
2008-05-12,93498.08044877292,96795.05703144535,93478.35151488341,96775.62463528867,94643.91874319797,100591.83549966368,97641.75642951301,97395.54725169468,97381.47252763386
2008-05-13,93164.39367037216,96518.69430321896,93192.56094389665,96499.31738913113,93295.91728526821,99520.91835233441,97494.05422950858,97409.4048122319,97639.3599874806
2008-05-14,93992.47179432245,97205.00817190598,93914.44458735759,97185.49347471855,93651.427917695,99801.84031136369,97855.13579659803,97610.51312144693,97421.14810355968
2008-05-15,93856.06758396316,97072.71411189756,93795.45814473137,97065.99296636162,93986.75226208514,100065.15487387251,99129.16827375042,98830.85794189727,99127.16003165873
2008-05-16,94438.4394821973,97675.04513043839,94299.88220454646,97588.00568649275,94074.49742833362,100133.95659107587,99736.89197760473,98921.0244691261,99206.50361616805
2008-05-19,93626.42115569145,96835.19721339236,93584.99693441098,96848.19322675027,93472.21840652493,99661.41077199756,99774.23664971323,99191.4797066188,98492.36595153011
2008-05-20,93408.63069559452,96609.9426122407,93390.90839685519,96647.33705531208,92517.05704868115,98910.46252996627,99088.2967464783,98387.14254884512,97738.545143624
