Date,buy&hold,V2 (original params),V2 (tuned on 2024-26),A voltgt10,A voltgt12,A voltgt15,A voltgt20,V2 + voltgt15 (min of both)
1993-02-22,99502.1157943054,99502.1157943054,99502.1157943054,99502.1157943054,99502.1157943054,99502.1157943054,99502.1157943054,99502.1157943054
1993-02-23,99430.95783938629,99430.95783938629,99430.95783938629,99430.95783938629,99430.95783938629,99430.95783938629,99430.95783938629,99430.95783938629
1993-02-24,100711.21569126245,100711.21569126245,100711.21569126245,100711.21569126245,100711.21569126245,100711.21569126245,100711.21569126245,100711.21569126245
1993-02-25,100924.59463656011,100924.59463656011,100924.59463656011,100924.59463656011,100924.59463656011,100924.59463656011,100924.59463656011,100924.59463656011
1993-02-26,101066.8630866685,101066.8630866685,101066.8630866685,101066.8630866685,101066.8630866685,101066.8630866685,101066.8630866685,101066.8630866685
1993-03-01,100782.34991631666,100782.34991631666,100782.34991631666,100782.34991631666,100782.34991631666,100782.34991631666,100782.34991631666,100782.34991631666
1993-03-02,102275.92343385068,102275.92343385068,102275.92343385068,102275.92343385068,102275.92343385068,102275.92343385068,102275.92343385068,102275.92343385068
1993-03-03,102702.681324446,102702.681324446,102702.681324446,102702.681324446,102702.681324446,102702.681324446,102702.681324446,102702.681324446
1993-03-04,102133.69453351713,102133.69453351713,102133.69453351713,102133.69453351713,102133.69453351713,102133.69453351713,102133.69453351713,102133.69453351713
1993-03-05,101849.20509303018,101849.20509303018,101849.20509303018,101849.20509303018,101849.20509303018,101849.20509303018,101849.20509303018,101849.20509303018
1993-03-08,104125.16807665568,104125.16807665568,104125.16807665568,104125.16807665568,104125.16807665568,104125.16807665568,104125.16807665568,104125.16807665568
1993-03-09,103769.48904142973,103769.48904142973,103769.48904142973,103769.48904142973,103769.48904142973,103769.48904142973,103769.48904142973,103769.48904142973
1993-03-10,103982.9233564122,103982.9233564122,103982.9233564122,103982.9233564122,103982.9233564122,103982.9233564122,103982.9233564122,103982.9233564122
1993-03-11,103698.3864561954,103698.3864561954,103698.3864561954,103698.3864561954,103698.3864561954,103698.3864561954,103698.3864561954,103698.3864561954
1993-03-12,102631.55500934678,102631.55500934678,102631.55500934678,102631.55500934678,102631.55500934678,102631.55500934678,102631.55500934678,102631.55500934678
1993-03-15,103129.43921504139,103129.43921504139,103129.43921504139,103129.43921504139,103129.43921504139,103129.43921504139,103129.43921504139,103129.43921504139
1993-03-16,103129.43921504139,103129.43921504139,103129.43921504139,103129.43921504139,103129.43921504139,103129.43921504139,103129.43921504139,103129.43921504139
1993-03-17,102489.34192892318,102489.34192892318,102489.34192892318,102489.34192892318,102489.34192892318,102489.34192892318,102489.34192892318,102489.34192892318
1993-03-18,103129.43921504139,103129.43921504139,103129.43921504139,103129.43921504139,103129.43921504139,103129.43921504139,103129.43921504139,103129.43921504139
1993-03-19,102973.35207359864,102973.35207359864,102973.35207359864,102973.35207359864,102973.35207359864,102973.35207359864,102973.35207359864,102973.35207359864
1993-03-22,102401.66007806966,102401.66007806966,102401.66007806966,102401.66007806966,102401.66007806966,102401.66007806966,102401.66007806966,102401.66007806966
1993-03-23,102616.04358764866,102616.04358764866,102616.04358764866,102616.04358764866,102616.04358764866,102616.04358764866,102616.04358764866,102616.04358764866
1993-03-24,102616.04358764866,102616.04358764866,102616.04358764866,102616.04358764866,102616.04358764866,102616.04358764866,102616.04358764866,102616.04358764866
